ID,Fecha Creacion,Fecha Factura,Tipo,Proveedor,CIF,Categoria,Detalle,Base Imponible,IVA %,Monto IVA,Otros Cargos,Total,Borrado
0xYtVSSPMoe4k0sWu7yM,"4/3/2026, 1:36:26",2026-02-26,ingreso,Vecinos Avda Amontillado 29,,Fontanería,Anticipo para reparación de bajantes y montantes aguas,475,0,0,,475,false
FdedF6EIKvKoHpWy9rrw,"26/1/2026, 16:08:51",2026-01-26,gasto,EasyPark Espana S.L.U,,Otros,Estacionamiento,3,49,0,0,0,-3,49,false
aJtk7Z58qrJTLqTWCOMT,"26/1/2026, 16:11:37",2026-01-26,gasto,Wallapop,,Tecnología,Destacado de aviso,13,99,0,0,0,-13,99,false
AQbYVLXNCmzdDe9z4mCs,"26/1/2026, 16:05:02",2026-01-12,gasto,Google,,Tecnología,Google One,9,08,21,1,91,0,-10,99,false
Sp7Vqv7c2bZUXyt9SQSh,"17/1/2026, 6:07:25",2026-01-12,gasto,CENCOSUD S.A.,30590360763,Otros,,8533,06,21,1791,94,0,-10325,true
5MXhNPgPXOZ5VF5ZXuYE,"26/1/2026, 16:07:02",2026-01-09,gasto,Cofidis,,Otros,Contrato 29960000695102 Crédito Directo ,90,48,0,0,0,-90,48,false
